统计类型,统计日期,统计小时,关联成功数,关联总数,关联率
nf固网关联率,2025-08-25,00-23,210213,462932476,464116020,0.9974498962565438
nf固网关联率,2025-08-25,00-23,220214,394813022,395178985,0.9990739310188774
nf固网关联率,2025-08-25,00-23,230215,250050817,250475661,0.9983038511673995
nf移网关联率,2025-08-25,00-23,210213,90626166,92939246,0.9751119134321361
nf移网关联率,2025-08-25,00-23,220214,183568979,185970564,0.9870862089765992
nf移网关联率,2025-08-25,00-23,230215,144109313,145324112,0.9916407608945169
pr固网关联率,2025-08-25,00-23,210213,279780827,284221163,0.9843771802453711
pr固网关联率,2025-08-25,00-23,220214,512128012,517901485,0.9888521790973432
pr固网关联率,2025-08-25,00-23,230215,146888672,148451052,0.9894754534983019
pr移网关联率,2025-08-25,00-23,210213,61968190,62029374,0.9990136286076335
pr移网关联率,2025-08-25,00-23,220214,234035237,234138301,0.9995598157176343
pr移网关联率,2025-08-25,00-23,230215,59924048,59933131,0.9998484477642258
nf固网关联准确率,2025-08-25,00-23,210213,40692592,162503398,0.25041071448856717
nf固网关联准确率,2025-08-25,00-23,220214,22606459,125498789,0.18013288558505533
nf固网关联准确率,2025-08-25,00-23,230215,9979413,88685828,0.11252545333398703
nf移网关联准确率,2025-08-25,00-23,210213,4612647,64244806,0.0717979753880804
nf移网关联准确率,2025-08-25,00-23,220214,14174757,119391767,0.11872474422796674
nf移网关联准确率,2025-08-25,00-23,230215,3753060,118155345,0.031763776746621154
pr固网关联准确率,2025-08-25,00-23,210213,143006870,143091645,0.9994075475196333
pr固网关联准确率,2025-08-25,00-23,220214,308944899,309052342,0.9996523469153973
pr固网关联准确率,2025-08-25,00-23,230215,95491849,95517178,0.999734822567727
pr移网关联准确率,2025-08-25,00-23,210213,48927071,48968848,0.9991468657788315
pr移网关联准确率,2025-08-25,00-23,220214,194310380,194389976,0.9995905344419611
pr移网关联准确率,2025-08-25,00-23,230215,51826798,51848507,0.9995812994190941
