统计类型,统计日期,统计小时,关联成功数,关联总数,关联率
nf固网关联率,2025-07-22,00-23,210213,472985794,473597418,0.998708557148426
nf固网关联率,2025-07-22,00-23,220214,532134450,543535947,0.9790234720207015
nf固网关联率,2025-07-22,00-23,230215,308826068,309166167,0.998899947548271
nf移网关联率,2025-07-22,00-23,210213,280354507,284442149,0.9856292676230625
nf移网关联率,2025-07-22,00-23,220214,390322903,400632096,0.9742676807401871
nf移网关联率,2025-07-22,00-23,230215,207936951,208534727,0.9971334462676809
pr固网关联率,2025-07-22,00-23,210213,297660847,305126142,0.9755337417139434
pr固网关联率,2025-07-22,00-23,220214,499591269,505653065,0.988011946491415
pr固网关联率,2025-07-22,00-23,230215,129003954,134600085,0.9584240158540762
pr移网关联率,2025-07-22,00-23,210213,82881306,82971438,0.9989136984705508
pr移网关联率,2025-07-22,00-23,220214,235762708,235850828,0.9996263740062002
pr移网关联率,2025-07-22,00-23,230215,50583414,50596959,0.9997322961642814
nf固网关联准确率,2025-07-22,00-23,210213,262528959,263821643,0.995100159390638
nf固网关联准确率,2025-07-22,00-23,220214,276464019,330125865,0.8374503433713077
nf固网关联准确率,2025-07-22,00-23,230215,192813085,193002761,0.9990172368570417
nf移网关联准确率,2025-07-22,00-23,210213,233825910,234868319,0.9955617300603237
nf移网关联准确率,2025-07-22,00-23,220214,773647445,941725745,0.8215209673385323
nf移网关联准确率,2025-07-22,00-23,230215,726620696,726987558,0.9994953668794425
pr固网关联准确率,2025-07-22,00-23,210213,146803927,146864592,0.9995869324309293
pr固网关联准确率,2025-07-22,00-23,220214,296387770,296517292,0.9995631890500335
pr固网关联准确率,2025-07-22,00-23,230215,79376111,79414036,0.9995224395848613
pr移网关联准确率,2025-07-22,00-23,210213,67839945,67885788,0.9993247040161042
pr移网关联准确率,2025-07-22,00-23,220214,197541026,197583619,0.9997844305098997
pr移网关联准确率,2025-07-22,00-23,230215,45447578,45467670,0.9995581035931685
