统计类型,统计日期,统计小时,关联成功数,关联总数,关联率
nf固网关联率,2025-08-19,00-23,210213,4179499251,4182141071,0.9993683092092902
nf固网关联率,2025-08-19,00-23,220214,2257100679,2258944738,0.9991836635181998
nf固网关联率,2025-08-19,00-23,230215,1407794981,1409059678,0.999102453203547
nf移网关联率,2025-08-19,00-23,210213,1390615079,1412885561,0.9842375896429733
nf移网关联率,2025-08-19,00-23,220214,1279075315,1292194055,0.9898477013191336
nf移网关联率,2025-08-19,00-23,230215,881229401,886420866,0.9941433407096715
pr固网关联率,2025-08-19,00-23,210213,307557428,310586993,0.9902456797345663
pr固网关联率,2025-08-19,00-23,220214,540383443,544811632,0.9918720733187283
pr固网关联率,2025-08-19,00-23,230215,139402680,142087088,0.9811073051198009
pr移网关联率,2025-08-19,00-23,210213,82719665,82767948,0.9994166461635609
pr移网关联率,2025-08-19,00-23,220214,231193047,231285598,0.9995998410588454
pr移网关联率,2025-08-19,00-23,230215,57688916,57697386,0.9998531995886261
nf固网关联准确率,2025-08-19,00-23,210213,2298272372,2300226390,0.9991505105721354
nf固网关联准确率,2025-08-19,00-23,220214,1406463893,1407666872,0.9991454093124386
nf固网关联准确率,2025-08-19,00-23,230215,900614444,901170831,0.9993825954182487
nf移网关联准确率,2025-08-19,00-23,210213,1149233874,1150741164,0.9986901572246181
nf移网关联准确率,2025-08-19,00-23,220214,1039912534,1039984980,0.9999303393785552
nf移网关联准确率,2025-08-19,00-23,230215,764367973,765163974,0.9989596988004561
pr固网关联准确率,2025-08-19,00-23,210213,205379331,205418892,0.9998074130396926
pr固网关联准确率,2025-08-19,00-23,220214,331375932,331528060,0.9995411308472653
pr固网关联准确率,2025-08-19,00-23,230215,88958830,88972957,0.9998412214174246
pr移网关联准确率,2025-08-19,00-23,210213,68046695,68093668,0.9993101708076586
pr移网关联准确率,2025-08-19,00-23,220214,191028974,191072313,0.999773180115321
pr移网关联准确率,2025-08-19,00-23,230215,49917459,49940933,0.9995299647285324
