统计类型,统计日期,统计小时,关联成功数,关联总数,关联率
nf固网关联率,2025-08-10,00-23,210213,3179570618,3181668536,0.9993406233313551
nf固网关联率,2025-08-10,00-23,220214,2259539094,2261275987,0.9992318969422639
nf固网关联率,2025-08-10,00-23,230215,1415003905,1416122073,0.9992104014044275
nf移网关联率,2025-08-10,00-23,210213,1319359443,1337529860,0.9864149447848588
nf移网关联率,2025-08-10,00-23,220214,1187547042,1199624712,0.9899321263732019
nf移网关联率,2025-08-10,00-23,230215,802446999,807673372,0.9935291007711964
pr固网关联率,2025-08-10,00-23,210213,277868377,280628649,0.9901639693244577
pr固网关联率,2025-08-10,00-23,220214,539073370,544648321,0.9897641270797197
pr固网关联率,2025-08-10,00-23,230215,140501183,142413658,0.9865709860496666
pr移网关联率,2025-08-10,00-23,210213,86865850,86926888,0.9992978237067454
pr移网关联率,2025-08-10,00-23,220214,239274550,239612735,0.9985886184221385
pr移网关联率,2025-08-10,00-23,230215,57566287,57573619,0.9998726500065942
nf固网关联准确率,2025-08-10,00-23,210213,1746096655,1747108268,0.9994209786430934
nf固网关联准确率,2025-08-10,00-23,220214,1465142816,1466068610,0.9993685193218891
nf固网关联准确率,2025-08-10,00-23,230215,815841520,816283145,0.9994589806212402
nf移网关联准确率,2025-08-10,00-23,210213,1095571919,1095999343,0.9996100143647623
nf移网关联准确率,2025-08-10,00-23,220214,968071951,968150075,0.9999193058989331
nf移网关联准确率,2025-08-10,00-23,230215,692229112,692612419,0.9994465779280229
pr固网关联准确率,2025-08-10,00-23,210213,172563664,172577879,0.9999176313900578
pr固网关联准确率,2025-08-10,00-23,220214,323931394,324028480,0.9997003781889789
pr固网关联准确率,2025-08-10,00-23,230215,88479503,88512375,0.9996286169024388
pr移网关联准确率,2025-08-10,00-23,210213,72691767,72743441,0.9992896404227015
pr移网关联准确率,2025-08-10,00-23,220214,198911718,198960666,0.999753981523162
pr移网关联准确率,2025-08-10,00-23,230215,50133845,50155274,0.9995727468261862
